PWM	Mouse_Gene_Name	Name_Human	ID	Superclass	Class	Family	Subfamily	References
MYBL2.Ca9665.1.YY2017.HT-SE2	Mybl2	MYBL2	MYBL2_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Myb/SANT.domain.factors	Myb-like.factors	Yin Y et al., Science 2017
MYBL2.Me9665.1.YY2017.HT-SE2	Mybl2	MYBL2	MYBL2_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Myb/SANT.domain.factors	Myb-like.factors	Yin Y et al., Science 2017
TA0213_MYBL2_DBD_monomer	Mybl2	MYBL2	MYBL2_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Myb/SANT.domain.factors	Myb-like.factors	Jolma A and Taipale J et al., Cell 2013
MA0777.1.MYBL2	Mybl2	MYBL2	MYBL2_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Myb/SANT.domain.factors	Myb-like.factors	JASPAR 2016
TA0211_MYBL2_DBD_dimer	Mybl2	MYBL2	MYBL2_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Myb/SANT.domain.factors	Myb-like.factors	Jolma A and Taipale J et al., Cell 2013
TA0212_MYBL2_DBD_dimer	Mybl2	MYBL2	MYBL2_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Myb/SANT.domain.factors	Myb-like.factors	Jolma A and Taipale J et al., Cell 2013
MA0147.2.Myc	Myc	MYC	MYC_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	JASPAR 2014
MA0147.1.Myc	Myc	MYC	MYC_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	JASPAR 2014
MA0147.3.MYC	Myc	MYC	MYC_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	JASPAR 2018
MYC_HUMAN.H11MO.0.A	Myc	MYC	MYC_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	HOCOMOCO v11
MA0104.3.Mycn	Mycn	MYCN	MYCN_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	JASPAR 2014
MA0104.1.Mycn	Mycn	MYCN	MYCN_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	JASPAR 2014
MA0104.4.MYCN	Mycn	MYCN	MYCN_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	JASPAR 2018
MA0104.2.Mycn	Mycn	MYCN	MYCN_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	JASPAR 2014
MYCN.Ca9813.1.YY2017.HT-SE2	Mycn	MYCN	MYCN_006	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	Yin Y et al., Science 2017
MYCN_HUMAN.H11MO.0.A	Mycn	MYCN	MYCN_005	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	bHLH-ZIP.factors	Myc/Max.factors	HOCOMOCO v11
MYOG.Me9818.2.YY2017.HT-SE2	Myog	MYOG	MYOG_008	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	Yin Y et al., Science 2017
MYOG.Me9818.3.YY2017.HT-SE2	Myog	MYOG	MYOG_009	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	Yin Y et al., Science 2017
MYOG.Me9818.1.YY2017.HT-SE2	Myog	MYOG	MYOG_007	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	Yin Y et al., Science 2017
MYOG.Ca9818.3.YY2017.HT-SE2	Myog	MYOG	MYOG_005	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	Yin Y et al., Science 2017
MYOG_HUMAN.H11MO.0.B	Myog	MYOG	MYOG_002	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	HOCOMOCO v11
MYOG.Ca9818.4.YY2017.HT-SE2	Myog	MYOG	MYOG_006	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	Yin Y et al., Science 2017
MYOG.Me9818.4.YY2017.HT-SE2	Myog	MYOG	MYOG_010	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	Yin Y et al., Science 2017
MYOG.Ca9818.2.YY2017.HT-SE2	Myog	MYOG	MYOG_004	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	Yin Y et al., Science 2017
MYOG.Ca9818.1.YY2017.HT-SE2	Myog	MYOG	MYOG_003	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	Yin Y et al., Science 2017
MA0500.1.Myog	Myog	MYOG	MYOG_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	MyoD/ASC-related.factors	Myogenic.transcription.factors	JASPAR 2014
GN_MYRF_TOP1000	Myrf	MYRF	MYRF_001	Immunoglobulin.fold	NDT80.domain.factors	Myelin.gene.regulatory.factor-related.factors	Unclassified	Home Made
TA0215_NFAT5_DBD_dimer	Nfat5	NFAT5	NFAT5_004	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
NFAT5.Ca9606.1.YY2017.HT-SE2	Nfat5	NFAT5	NFAT5_002	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFAT5.Me9606.1.YY2017.HT-SE2	Nfat5	NFAT5	NFAT5_003	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
MA0606.1.NFAT5	Nfat5	NFAT5	NFAT5_001	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	JASPAR 2016
TA0216_NFATC1_full_dimer	Nfatc1	NFATC1	NFATC1_007	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
NFATC1.Ca9605.1.YY2017.HT-SE2	Nfatc1	NFATC1	NFATC1_003	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
TA0217_NFATC1_full_dimer	Nfatc1	NFATC1	NFATC1_008	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
NFAC1_HUMAN.H11MO.0.B	Nfatc1	NFATC1	NFATC1_002	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	HOCOMOCO v11
NFATC1.Me9605.2.YY2017.HT-SE2	Nfatc1	NFATC1	NFATC1_006	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC1.Me9605.1.YY2017.HT-SE2	Nfatc1	NFATC1	NFATC1_005	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC1.Ca9605.2.YY2017.HT-SE2	Nfatc1	NFATC1	NFATC1_004	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
MA0624.1.NFATC1	Nfatc1	NFATC1	NFATC1_001	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	JASPAR 2016
TA0218_NFATC1_full_dimer	Nfatc1	NFATC1	NFATC1_009	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Jolma A and Taipale J et al., Cell 2013
NFATC2.Me9604.2.YY2017.HT-SE2	Nfatc2	NFATC2	NFATC2_006	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFAC2_HUMAN.H11MO.0.B	Nfatc2	NFATC2	NFATC2_002	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	HOCOMOCO v11
MA0152.1.NFATC2	Nfatc2	NFATC2	NFATC2_001	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	JASPAR 2014
NFATC2.Me9604.1.YY2017.HT-SE2	Nfatc2	NFATC2	NFATC2_005	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC2.Ca9604.2.YY2017.HT-SE2	Nfatc2	NFATC2	NFATC2_004	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC2.Ca9604.1.YY2017.HT-SE2	Nfatc2	NFATC2	NFATC2_003	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC3.Ca9603.1.YY2017.HT-SE2	Nfatc3	NFATC3	NFATC3_003	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC3.Me9603.2.YY2017.HT-SE2	Nfatc3	NFATC3	NFATC3_007	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC3.Me9603.3.YY2017.HT-SE2	Nfatc3	NFATC3	NFATC3_008	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC3.Me9603.1.YY2017.HT-SE2	Nfatc3	NFATC3	NFATC3_006	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC3.Ca9603.3.YY2017.HT-SE2	Nfatc3	NFATC3	NFATC3_005	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC3.Ca9603.2.YY2017.HT-SE2	Nfatc3	NFATC3	NFATC3_004	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
MA0625.1.NFATC3	Nfatc3	NFATC3	NFATC3_001	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	JASPAR 2016
NFAC3_HUMAN.H11MO.0.B	Nfatc3	NFATC3	NFATC3_002	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	HOCOMOCO v11
NFAC4_HUMAN.H11MO.0.C	Nfatc4	NFATC4	NFATC4_001	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	HOCOMOCO v11
NFATC4.Ca9602.2.YY2017.HT-SE2	Nfatc4	NFATC4	NFATC4_003	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC4.Me9602.1.YY2017.HT-SE2	Nfatc4	NFATC4	NFATC4_004	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC4.Ca9602.1.YY2017.HT-SE2	Nfatc4	NFATC4	NFATC4_002	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFATC4.Me9602.2.YY2017.HT-SE2	Nfatc4	NFATC4	NFATC4_005	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NFAT-related.factors	Unclassified	Yin Y et al., Science 2017
NFE2.Me9805.1.YY2017.HT-SE2	Nfe2	NFE2	NFE2_004	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	Yin Y et al., Science 2017
MA0841.1.NFE2	Nfe2	NFE2	NFE2_001	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	JASPAR 2016
NFE2.Ca9805.1.YY2017.HT-SE2	Nfe2	NFE2	NFE2_003	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	Yin Y et al., Science 2017
NFE2_HUMAN.H11MO.0.A	Nfe2	NFE2	NFE2_002	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	HOCOMOCO v11
NF2L1_HUMAN.H11MO.0.C	Nfe2l1	NFE2L1	NFE2L1_001	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	HOCOMOCO v11
MA0150.1.NFE2L2	Nfe2l2	NFE2L2	NFE2L2_001	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	JASPAR 2014
NRF2_NAR	Nfe2l2	NFE2L2	NFE2L2_004	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	Malhotra D et al., NAR 2010
NF2L2_HUMAN.H11MO.0.A	Nfe2l2	NFE2L2	NFE2L2_003	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	HOCOMOCO v11
MA0150.2.Nfe2l2	Nfe2l2	NFE2L2	NFE2L2_002	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	Jun-related.factors	NF-E2-like.factors	JASPAR 2014
TA0221_NFIA_full_dimer	Nfia	NFIA	NFIA_003	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Jolma A and Taipale J et al., Cell 2013
MA0670.1.NFIA	Nfia	NFIA	NFIA_001	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	JASPAR 2016
NFIA_HUMAN.H11MO.0.C	Nfia	NFIA	NFIA_002	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	HOCOMOCO v11
NFIB.Ca9664.1.YY2017.HT-SE2	Nfib	NFIB	NFIB_001	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Yin Y et al., Science 2017
NFIB.Me9664.1.YY2017.HT-SE2	Nfib	NFIB	NFIB_002	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Yin Y et al., Science 2017
TA0222_NFIB_full_dimer	Nfib	NFIB	NFIB_003	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Jolma A and Taipale J et al., Cell 2013
MA0161.1.NFIC	Nfic	NFIC	NFIC_001	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	JASPAR 2014
NFIC.Me9663.1.YY2017.HT-SE2	Nfic	NFIC	NFIC_004	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Yin Y et al., Science 2017
NFIC.Ca9663.1.YY2017.HT-SE2	Nfic	NFIC	NFIC_003	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Yin Y et al., Science 2017
NFIC_HUMAN.H11MO.0.A	Nfic	NFIC	NFIC_002	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	HOCOMOCO v11
MA0025.1.NFIL3	Nfil3	NFIL3	NFIL3_001	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	C/EBP-related	PAR.factors	JASPAR 2014
TA0423_NFIL3_DBD_dimer	Nfil3	NFIL3	NFIL3_003	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	C/EBP-related	PAR.factors	Jolma A and Taipale J et al., Cell 2013
NFIL3_MOUSE.H11MO.0.C	Nfil3	NFIL3	NFIL3_002	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	C/EBP-related	PAR	HOCOMOCO v11
TA0861_NFIX_full_dimer	Nfix	NFIX	NFIX_005	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Jolma A and Taipale J et al., Cell 2013
NFIX.Me9662.1.YY2017.HT-SE2	Nfix	NFIX	NFIX_003	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Yin Y et al., Science 2017
NFIX.Ca9662.1.YY2017.HT-SE2	Nfix	NFIX	NFIX_002	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Yin Y et al., Science 2017
MA0671.1.NFIX	Nfix	NFIX	NFIX_001	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	JASPAR 2016
TA0223_NFIX_full_dimer	Nfix	NFIX	NFIX_004	beta-Hairpin.exposed.by.an.alpha/beta-scaffold	SMAD/NF-1.DNA-binding.domain.factors	Nuclear.factor.1	Unclassified	Jolma A and Taipale J et al., Cell 2013
MA0105.1.NFKB1	Nfkb1	NFKB1	NFKB1_001	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	JASPAR 2014
MA0105.3.NFKB1	Nfkb1	NFKB1	NFKB1_003	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	JASPAR 2014
MA0105.2.NFKB1	Nfkb1	NFKB1	NFKB1_002	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	JASPAR 2014
MA0105.4.NFKB1	Nfkb1	NFKB1	NFKB1_004	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	JASPAR 2016
SMiLE_NFKB1_001	Nfkb1	NFKB1	NFKB1_006	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	Isakova A et al. Nat Methods. 2017
NFKB1_HUMAN.H11MO.1.B	Nfkb1	NFKB1	NFKB1_005	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	HOCOMOCO v11
MA0778.1.NFKB2	Nfkb2	NFKB2	NFKB2_001	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	JASPAR 2016
NFKB2.Me9601.1.YY2017.HT-SE2	Nfkb2	NFKB2	NFKB2_004	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	Yin Y et al., Science 2017
NFKB2.Ca9601.1.YY2017.HT-SE2	Nfkb2	NFKB2	NFKB2_003	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	Yin Y et al., Science 2017
NFKB2_HUMAN.H11MO.0.B	Nfkb2	NFKB2	NFKB2_002	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	NF-kappaB-related.factors	NF-kappaB.p50.subunit-like.factors	HOCOMOCO v11
MA0060.3.NFYA	Nfya	NFYA	NFYA_003	Other.all-alpha-helical.DNA-binding.domains	Heteromeric.CCAAT-binding.factors	Heteromeric.CCAAT-binding.factors	Unclassified	JASPAR 2018
PEBB_HUMAN.H11MO.0.C	Nfya	NFYA	NFYA_005	Other.all-alpha-helical.DNA-binding.domains	Heteromeric.CCAAT-binding.factors	Heteromeric.CCAAT-binding.factors	Unclassified	HOCOMOCO v11
NFYA_HUMAN.H11MO.0.A	Nfya	NFYA	NFYA_004	Other.all-alpha-helical.DNA-binding.domains	Heteromeric.CCAAT-binding.factors	Heteromeric.CCAAT-binding.factors	Unclassified	HOCOMOCO v11
MA0060.2.NFYA	Nfya	NFYA	NFYA_002	Other.all-alpha-helical.DNA-binding.domains	Heteromeric.CCAAT-binding.factors	Heteromeric.CCAAT-binding.factors	Unclassified	JASPAR 2014
MA0060.1.NFYA	Nfya	NFYA	NFYA_001	Other.all-alpha-helical.DNA-binding.domains	Heteromeric.CCAAT-binding.factors	Heteromeric.CCAAT-binding.factors	Unclassified	JASPAR 2014
NFYB_HUMAN.H11MO.0.A	Nfyb	NFYB	NFYB_002	Other.all-alpha-helical.DNA-binding.domains	Heteromeric.CCAAT-binding.factors	Heteromeric.CCAAT-binding.factors	Unclassified	HOCOMOCO v11
MA0502.1.NFYB	Nfyb	NFYB	NFYB_001	Other.all-alpha-helical.DNA-binding.domains	Heteromeric.CCAAT-binding.factors	Heteromeric.CCAAT-binding.factors	Unclassified	JASPAR 2014
NFYC_HUMAN.H11MO.0.A	Nfyc	NFYC	NFYC_001	Other.all-alpha-helical.DNA-binding.domains	Heteromeric.CCAAT-binding.factors	Heteromeric.CCAAT-binding.factors	Unclassified	HOCOMOCO v11
HOMEO0116_Nkx2-5_3436.1	Nkx2-5	NKX2-5	NKX2-5_001	Helix-turn-helix.domains	Homeo.domain.factors	NK-related.factors	NK-4	Berger MF et al., Cell 2008
MA0063.1.Nkx2-5	Nkx2-5	NKX2-5	NKX2-5_002	Helix-turn-helix.domains	Homeo.domain.factors	NK-related.factors	NK-4	JASPAR 2014
NKX2-5.Me9979.2.YY2017.HT-SE2	Nkx2-5	NKX2-5	NKX2-5_006	Helix-turn-helix.domains	Homeo.domain.factors	NK-related.factors	NK-4	Yin Y et al., Science 2017
NKX25_HUMAN.H11MO.0.B	Nkx2-5	NKX2-5	NKX2-5_007	Helix-turn-helix.domains	Homeo.domain.factors	NK-related.factors	NK-4	HOCOMOCO v11
NKX2-5.Ca9979.1.YY2017.HT-SE2	Nkx2-5	NKX2-5	NKX2-5_004	Helix-turn-helix.domains	Homeo.domain.factors	NK-related.factors	NK-4	Yin Y et al., Science 2017
MA0503.1.Nkx2-5.var.2	Nkx2-5	NKX2-5	NKX2-5_003	Helix-turn-helix.domains	Homeo.domain.factors	NK-related.factors	NK-4	JASPAR 2014
NKX2-5.Me9979.1.YY2017.HT-SE2	Nkx2-5	NKX2-5	NKX2-5_005	Helix-turn-helix.domains	Homeo.domain.factors	NK-related.factors	NK-4	Yin Y et al., Science 2017
NR1D1.Me9647.1.YY2017.HT-SE2	Nr1d1	NR1D1	NR1D1_003	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Thyroid.hormone.receptor-related.factors.(NR1)	Rev-ErbA.(NR1D)	Yin Y et al., Science 2017
NR1D1_HUMAN.H11MO.0.B	Nr1d1	NR1D1	NR1D1_001	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Thyroid.hormone.receptor-related.factors.(NR1)	Rev-ErbA.(NR1D)	HOCOMOCO v11
NR1D1.Ca9647.1.YY2017.HT-SE2	Nr1d1	NR1D1	NR1D1_002	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Thyroid.hormone.receptor-related.factors.(NR1)	Rev-ErbA.(NR1D)	Yin Y et al., Science 2017
AJ_NR1D2	Nr1d2	NR1D2	NR1D2_001	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Thyroid.hormone.receptor-related.factors.(NR1)	Rev-ErbA.(NR1D)	Jolma A et al., Nature, 2015
NR1D2_MOUSE.H11MO.0.A	Nr1d2	NR1D2	NR1D2_002	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Thyroid.hormone.receptor-related.factors.(NR1)	Rev-ErbA.(NR1D)	HOCOMOCO v11
NR1D2.Ca9646.1.YY2017.HT-SE2	Nr1d2	NR1D2	NR1D2_003	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Thyroid.hormone.receptor-related.factors.(NR1)	Rev-ErbA.(NR1D)	Yin Y et al., Science 2017
NR1D2.Me9646.1.YY2017.HT-SE2	Nr1d2	NR1D2	NR1D2_004	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Thyroid.hormone.receptor-related.factors.(NR1)	Rev-ErbA.(NR1D)	Yin Y et al., Science 2017
NR2C1.Me9655.2.YY2017.HT-SE2	Nr2c1	NR2C1	NR2C1_005	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	Yin Y et al., Science 2017
NR2C1_HUMAN.H11MO.0.C	Nr2c1	NR2C1	NR2C1_001	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	HOCOMOCO v11
NR2C1.Ca9655.2.YY2017.HT-SE2	Nr2c1	NR2C1	NR2C1_003	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	Yin Y et al., Science 2017
NR2C1.Ca9655.1.YY2017.HT-SE2	Nr2c1	NR2C1	NR2C1_002	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	Yin Y et al., Science 2017
NR2C1.Me9655.1.YY2017.HT-SE2	Nr2c1	NR2C1	NR2C1_004	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	Yin Y et al., Science 2017
NR2C2_HUMAN.H11MO.0.B	Nr2c2	NR2C2	NR2C2_002	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	HOCOMOCO v11
NR2C2.Ca9654.1.YY2017.HT-SE2	Nr2c2	NR2C2	NR2C2_003	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	Yin Y et al., Science 2017
MA0504.1.NR2C2	Nr2c2	NR2C2	NR2C2_001	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	JASPAR 2014
NR2C2.Me9654.1.YY2017.HT-SE2	Nr2c2	NR2C2	NR2C2_004	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	Testicular.receptors.(NR2C)	Yin Y et al., Science 2017
MA0017.1.NR2F1	Nr2f1	NR2F1	NR2F1_002	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	RXR-related.receptors.(NR2)	COUP-like.receptors.(NR2F)	JASPAR 2014
